% ID         RA         Dec       Ebv      Gal Long  Gal Lat    Ecl Long  Ecl Lat
001170     40.71643  -34.25192    0.02     236.4009  -65.0985    23.3770  -46.9589
001171     49.28786  -34.25192    0.02     234.8666  -58.0529    33.0623  -49.9614
001172     57.85929  -34.25192    0.01     234.7852  -50.9703    43.5660  -52.6355
001173     66.43071  -34.25192    0.03     235.5514  -43.9063    54.9543  -54.8603
001174     75.00214  -34.25192    0.02     236.8948  -36.8975    67.1917  -56.5098
001175     83.57357  -34.25192    0.02     238.6887  -29.9743    80.0931  -57.4704
001176     92.14500  -34.25192    0.04     240.8774  -23.1668    93.3160  -57.6665
001177    100.71643  -34.25192    0.08     243.4460  -16.5081   106.4289  -57.0816
001178    109.28786  -34.25192    0.17     246.4056  -10.0367   119.0316  -55.7638
001179    117.85929  -34.25192    1.09     249.7861   -3.7985   130.8569  -53.8109
001180    126.43071  -34.25192    0.52     253.6315    2.1509   141.7992  -51.3454
001181    135.00214  -34.25192    0.33     257.9957    7.7435   151.8809  -48.4926
001182    143.57357  -34.25192    0.14     262.9359   12.8972   161.1987  -45.3670
001183    152.14500  -34.25192    0.10     268.5036   17.5146   169.8789  -42.0680
001184    160.71643  -34.25192    0.07     274.7287   21.4838   178.0500  -38.6800
001185    169.28786  -34.25192    0.07     281.5992   24.6841   185.8296  -35.2751
001186    177.85929  -34.25192    0.10     289.0397   26.9960   193.3195  -31.9157
001187    186.43071  -34.25192    0.06     296.8972   28.3183   200.6053  -28.6569
001188    195.00214  -34.25192    0.06     304.9488   28.5863   207.7574  -25.5488
001189    203.57357  -34.25192    0.06     312.9346   27.7861   214.8322  -22.6373
001190    212.14500  -34.25192    0.08     320.6076   25.9582   221.8742  -19.9653
001191    220.71643  -34.25192    0.08     327.7772   23.1879   228.9161  -17.5726
001192    229.28786  -34.25192    0.30     334.3301   19.5878   235.9805  -15.4957
001193    237.85929  -34.25192    0.33     340.2248   15.2799   243.0801  -13.7678
001194    246.43071  -34.25192    0.50     345.4733   10.3812   250.2189  -12.4171
001195    255.00214  -34.25192    0.35     350.1185    4.9968   257.3932  -11.4667
001196    263.57357  -34.25192    2.54     354.2162   -0.7835   264.5932  -10.9332
001197    272.14500  -34.25192    0.26     357.8229   -6.8850   271.8050  -10.8261
001198    280.71643  -34.25192    0.15       0.9883  -13.2461   279.0128  -11.1473
001199    289.28786  -34.25192    0.08       3.7497  -19.8163   286.2015  -11.8911
001200    297.85929  -34.25192    0.15       6.1284  -26.5538   293.3589  -13.0444
001201    306.43071  -34.25192    0.06       8.1237  -33.4230   300.4781  -14.5871
001202    315.00214  -34.25192    0.09       9.7027  -40.3928   307.5591  -16.4935
001203    323.57357  -34.25192    0.05      10.7799  -47.4331   314.6100  -18.7329
001204    332.14500  -34.25192    0.01      11.1701  -54.5117   321.6485  -21.2702
001205    340.71643  -34.25192    0.01      10.4735  -61.5850   328.7021  -24.0672
001206    349.28786  -34.25192    0.02       7.7434  -68.5755   335.8094  -27.0826
001207    357.85929  -34.25192    0.01       0.3248  -75.2878   343.0204  -30.2721
001208      6.05804  -27.32885    0.01      29.4770  -83.9497   353.7598  -27.2908
001209     13.88413  -27.32885    0.02     225.5826  -89.0671     0.8614  -30.3984
001210     21.71022  -27.32885    0.01     216.4171  -82.1291     8.1967  -33.4997
001211     29.53630  -27.32885    0.02     217.5381  -75.1808    15.8327  -36.5426
001212     37.36239  -27.32885    0.01     219.1253  -68.2466    23.8399  -39.4692
001213     45.18848  -27.32885    0.02     220.8756  -61.3346    32.2875  -42.2147
001214     53.01457  -27.32885    0.01     222.7344  -54.4529    41.2345  -44.7076
001215     60.84065  -27.32885    0.02     224.6946  -47.6109    50.7167  -46.8703
001216     68.66674  -27.32885    0.04     226.7648  -40.8189    60.7296  -48.6233
001217     76.49283  -27.32885    0.02     228.9615  -34.0890    71.2113  -49.8909
001218     84.31891  -27.32885    0.03     231.3070  -27.4355    82.0341  -50.6112
001219     92.14500  -27.32885    0.03     233.8291  -20.8753    93.0122  -50.7457
001220     99.97109  -27.32885    0.17     236.5615  -14.4291   103.9308  -50.2871
001221    107.79717  -27.32885    0.19     239.5442   -8.1223   114.5864  -49.2602
001222    115.62326  -27.32885    0.45     242.8253   -1.9863   124.8226  -47.7178
001223    123.44935  -27.32885    0.21     246.4608    3.9401   134.5482  -45.7305
001224    131.27543  -27.32885    0.11     250.5153    9.6080   143.7346  -43.3769
001225    139.10152  -27.32885    0.13     255.0612   14.9569   152.4016  -40.7363
001226    146.92761  -27.32885    0.10     260.1740   19.9115   160.5996  -37.8831
001227    154.75370  -27.32885    0.08     265.9247   24.3810   168.3945  -34.8851
001228    162.57978  -27.32885    0.08     272.3645   28.2583   175.8571  -31.8035
001229    170.40587  -27.32885    0.06     279.5021   31.4243   183.0563  -28.6926
001230    178.23196  -27.32885    0.08     287.2768   33.7580   190.0562  -25.6019
001231    186.05804  -27.32885    0.07     295.5387   35.1520   196.9138  -22.5766
001232    193.88413  -27.32885    0.08     304.0505   35.5340   203.6790  -19.6587
001233    201.71022  -27.32885    0.06     312.5237   34.8827   210.3940  -16.8875
001234    209.53630  -27.32885    0.05     320.6777   33.2338   217.0937  -14.3004
001235    217.36239  -27.32885    0.08     328.2963   30.6709   223.8053  -11.9327
001236    225.18848  -27.32885    0.12     335.2537   27.3068   230.5489   -9.8178
001237    233.01457  -27.32885    0.13     341.5100   23.2633   237.3369   -7.9864
001238    240.84065  -27.32885    0.23     347.0876   18.6570   244.1747   -6.4663
001239    248.66674  -27.32885    0.32     352.0447   13.5910   251.0607   -5.2814
001240    256.49283  -27.32885    0.26     356.4546    8.1520   257.9875   -4.4511
001241    264.31891  -27.32885    1.02       0.3928    2.4110   264.9425   -3.9892
001242    272.14500  -27.32885    0.47       3.9295   -3.5745   271.9099   -3.9038
001243    279.97109  -27.32885    0.30       7.1274   -9.7587   278.8726   -4.1961
001244    287.79717  -27.32885    0.12      10.0403  -16.1047   285.8139   -4.8613
001245    295.62326  -27.32885    0.17      12.7140  -22.5830   292.7196   -5.8881
001246    303.44935  -27.32885    0.09      15.1869  -29.1695   299.5798   -7.2594
001247    311.27543  -27.32885    0.11      17.4909  -35.8446   306.3901   -8.9534
001248    319.10152  -27.32885    0.07      19.6526  -42.5920   313.1526  -10.9439
001249    326.92761  -27.32885    0.03      21.6926  -49.3982   319.8766  -13.2014
001250    334.75370  -27.32885    0.02      23.6259  -56.2515   326.5788  -15.6936
001251    342.57978  -27.32885    0.02      25.4580  -63.1419   333.2830  -18.3861
001252    350.40587  -27.32885    0.02      27.1744  -70.0606   340.0207  -21.2425
001253    358.23196  -27.32885    0.02      28.6924  -76.9993   346.8308  -24.2243
001254      5.89500  -20.40577    0.02      77.9979  -80.7406   356.9072  -20.9888
001255     13.39500  -20.40577    0.02     127.2122  -83.2597     3.7974  -23.9703
001256     20.89500  -20.40577    0.02     172.1883  -80.0420    10.8611  -26.9275
001257     28.39500  -20.40577    0.02     190.9271  -74.2910    18.1472  -29.8140
001258     35.89500  -20.40577    0.02     200.1824  -67.9128    25.7042  -32.5801
001259     43.39500  -20.40577    0.02     206.0123  -61.3353    33.5770  -35.1717
001260     50.89500  -20.40577    0.03     210.3244  -54.6842    41.8016  -37.5314
001261     58.39500  -20.40577    0.04     213.8699  -48.0110    50.3975  -39.5993
001262     65.89500  -20.40577    0.03     217.0048  -41.3434    59.3605  -41.3152
001263     73.39500  -20.40577    0.05     219.9248  -34.7004    68.6543  -42.6224
001264     80.89500  -20.40577    0.06     222.7524  -28.0980    78.2071  -43.4730
001265     88.39500  -20.40577    0.06     225.5741  -21.5515    87.9145  -43.8334
001266     95.89500  -20.40577    0.12     228.4597  -15.0777    97.6500  -43.6886
001267    103.39500  -20.40577    0.27     231.4714   -8.6959   107.2834  -43.0447
001268    110.89500  -20.40577    0.54     234.6711   -2.4292   116.6989  -41.9277
001269    118.39500  -20.40577    0.22     238.1242    3.6939   125.8099  -40.3802
001270    125.89500  -20.40577    0.10     241.9035    9.6375   134.5652  -38.4558
001271    133.39500  -20.40577    0.14     246.0914   15.3561   142.9475  -36.2135
001272    140.89500  -20.40577    0.06     250.7815   20.7915   150.9673  -33.7139
001273    148.39500  -20.40577    0.05     256.0768   25.8697   158.6544  -31.0157
001274    155.89500  -20.40577    0.07     262.0824   30.4973   166.0505  -28.1744
001275    163.39500  -20.40577    0.05     268.8898   34.5598   173.2034  -25.2416
001276    170.89500  -20.40577    0.07     276.5468   37.9234   180.1620  -22.2650
001277    178.39500  -20.40577    0.04     285.0164   40.4446   186.9742  -19.2893
001278    185.89500  -20.40577    0.05     294.1369   41.9898   193.6850  -16.3560
001279    193.39500  -20.40577    0.07     303.6123   42.4632   200.3350  -13.5048
001280    200.89500  -20.40577    0.09     313.0593   41.8331   206.9604  -10.7736
001281    208.39500  -20.40577    0.08     322.1021   40.1414   213.5918   -8.1985
001282    215.89500  -20.40577    0.08     330.4623   37.4912   220.2543   -5.8148
001283    223.39500  -20.40577    0.10     337.9978   34.0191   226.9666   -3.6558
001284    230.89500  -20.40577    0.12     344.6863   29.8681   233.7408   -1.7532
001285    238.39500  -20.40577    0.20     350.5844   25.1697   240.5821   -0.1361
001286    245.89500  -20.40577    0.62     355.7867   20.0352   247.4890    1.1695
001287    253.39500  -20.40577    0.44       0.3990   14.5552   254.4532    2.1418
001288    260.89500  -20.40577    0.48       4.5230    8.8013   261.4608    2.7640
001289    268.39500  -20.40577    1.17       8.2509    2.8295   268.4936    3.0251
001290    275.89500  -20.40577    0.77      11.6636   -3.3160   275.5311    2.9204
001291    283.39500  -20.40577    0.20      14.8326   -9.6008   282.5519    2.4518
001292    290.89500  -20.40577    0.08      17.8226  -15.9971   289.5367    1.6275
001293    298.39500  -20.40577    0.13      20.6951  -22.4823   296.4694    0.4622
001294    305.89500  -20.40577    0.07      23.5131  -29.0378   303.3394   -1.0245
001295    313.39500  -20.40577    0.08      26.3480  -35.6469   310.1421   -2.8083
001296    320.89500  -20.40577    0.07      29.2901  -42.2944   316.8798   -4.8613
001297    328.39500  -20.40577    0.04      32.4692  -48.9641   323.5617   -7.1529
001298    335.89500  -20.40577    0.03      36.0968  -55.6362   330.2037   -9.6503
001299    343.39500  -20.40577    0.03      40.5651  -62.2808   336.8282  -12.3190
001300    350.89500  -20.40577    0.03      46.7218  -68.8406   343.4636  -15.1234
001301    358.39500  -20.40577    0.02      56.7854  -75.1690   350.1436  -18.0263
001302      5.74500  -13.48269    0.03      95.5471  -74.8205   359.7967  -14.6334
001303     12.94500  -13.48269    0.02     123.2844  -76.3542     6.4489  -17.4915
001304     20.14500  -13.48269    0.02     150.8904  -74.7498    13.2236  -20.3119
001305     27.34500  -13.48269    0.02     170.5693  -70.7800    20.1578  -23.0538
001306     34.54500  -13.48269    0.02     183.2831  -65.5775    27.2866  -25.6744
001307     41.74500  -13.48269    0.03     191.8864  -59.7800    34.6413  -28.1291
001308     48.94500  -13.48269    0.04     198.1777  -53.6804    42.2454  -30.3713
001309     56.14500  -13.48269    0.07     203.1223  -47.4190    50.1117  -32.3536
001310     63.34500  -13.48269    0.05     207.2507  -41.0702    58.2375  -34.0294
001311     70.54500  -13.48269    0.15     210.8738  -34.6777    66.6015  -35.3550
001312     77.74500  -13.48269    0.14     214.1878  -28.2708    75.1615  -36.2928
001313     84.94500  -13.48269    0.14     217.3264  -21.8715    83.8561  -36.8142
001314     92.14500  -13.48269    0.19     220.3890  -15.4986    92.6088  -36.9026
001315     99.34500  -13.48269    0.28     223.4564   -9.1701   101.3366  -36.5549
001316    106.54500  -13.48269    0.52     226.6007   -2.9051   109.9594  -35.7826
001317    113.74500  -13.48269    0.22     229.8927    3.2749   118.4088  -34.6096
001318    120.94500  -13.48269    0.07     233.4068    9.3437   126.6346  -33.0703
001319    128.14500  -13.48269    0.06     237.2261   15.2689   134.6071  -31.2064
001320    135.34500  -13.48269    0.06     241.4470   21.0089   142.3165  -29.0636
001321    142.54500  -13.48269    0.06     246.1827   26.5095   149.7696  -26.6891
001322    149.74500  -13.48269    0.06     251.5651   31.6995   156.9863  -24.1300
001323    156.94500  -13.48269    0.07     257.7410   36.4854   163.9951  -21.4319
001324    164.14500  -13.48269    0.04     264.8572   40.7468   170.8298  -18.6382
001325    171.34500  -13.48269    0.04     273.0250   44.3345   177.5271  -15.7906
001326    178.54500  -13.48269    0.04     282.2579   47.0776   184.1237  -12.9285
001327    185.74500  -13.48269    0.04     292.3951   48.8060   190.6560  -10.0898
001328    192.94500  -13.48269    0.05     303.0597   49.3890   197.1580   -7.3113
001329    200.14500  -13.48269    0.07     313.7176   48.7778   203.6608   -4.6285
001330    207.34500  -13.48269    0.11     323.8368   47.0236   210.1921   -2.0763
001331    214.54500  -13.48269    0.09     333.0454   44.2584   216.7750    0.3112
001332    221.74500  -13.48269    0.08     341.1876   40.6527   223.4275    2.5009
001333    228.94500  -13.48269    0.12     348.2799   36.3772   230.1617    4.4608
001334    236.14500  -13.48269    0.14     354.4352   31.5804   236.9831    6.1607
001335    243.34500  -13.48269    0.20     359.8005   26.3821   243.8902    7.5732
001336    250.54500  -13.48269    0.33       4.5226   20.8751   250.8747    8.6742
001337    257.74500  -13.48269    0.37       8.7327   15.1301   257.9216    9.4442
001338    264.94500  -13.48269    0.29      12.5438    9.2011   265.0106    9.8691
001339    272.14500  -13.48269    1.16      16.0516    3.1293   272.1177    9.9408
001340    279.34500  -13.48269    0.74      19.3393   -3.0530   279.2170    9.6581
001341    286.54500  -13.48269    0.24      22.4810   -9.3198   286.2836    9.0262
001342    293.74500  -13.48269    0.16      25.5473  -15.6496   293.2955    8.0569
001343    300.94500  -13.48269    0.16      28.6107  -22.0233   300.2353    6.7677
001344    308.14500  -13.48269    0.04      31.7523  -28.4230   307.0919    5.1807
001345    315.34500  -13.48269    0.05      35.0719  -34.8298   313.8610    3.3224
001346    322.54500  -13.48269    0.10      38.7044  -41.2216   320.5455    1.2219
001347    329.74500  -13.48269    0.05      42.8480  -47.5690   327.1547   -1.0896
001348    336.94500  -13.48269    0.05      47.8173  -53.8275   333.7043   -3.5793
001349    344.14500  -13.48269    0.04      54.1499  -59.9220   340.2156   -6.2135
001350    351.34500  -13.48269    0.03      62.8257  -65.7097   346.7143   -8.9576
001351    358.54500  -13.48269    0.03      75.6687  -70.8921   353.2304  -11.7763
001352      5.67441   -6.55962    0.04     103.2706  -68.3274     2.5879   -8.2726
001353     12.73324   -6.55962    0.07     122.5749  -69.4310     9.1143  -11.0643
001354     19.79206   -6.55962    0.05     141.9436  -68.4018    15.7250  -13.8050
001355     26.85088   -6.55962    0.03     158.3396  -65.5082    22.4509  -16.4572
001356     33.90971   -6.55962    0.02     170.9494  -61.3122    29.3200  -18.9820
001357     40.96853   -6.55962    0.03     180.4574  -56.3014    36.3565  -21.3401
001358     48.02735   -6.55962    0.06     187.7824  -50.7927    43.5779  -23.4911
001359     55.08618   -6.55962    0.06     193.6351  -44.9755    50.9929  -25.3951
001360     62.14500   -6.55962    0.09     198.4978  -38.9631    58.5994  -27.0132
001361     69.20382   -6.55962    0.09     202.6921  -32.8262    66.3819  -28.3097
001362     76.26265   -6.55962    0.14     206.4363  -26.6115    74.3117  -29.2538
001363     83.32147   -6.55962    0.17     209.8855  -20.3517    82.3471  -29.8217
001364     90.38029   -6.55962    0.25     213.1554  -14.0722    90.4362  -29.9983
001365     97.43912   -6.55962    0.51     216.3389   -7.7939    98.5223  -29.7791
001366    104.49794   -6.55962    0.92     219.5161   -1.5363   106.5486  -29.1698
001367    111.55676   -6.55962    0.17     222.7627    4.6810   114.4643  -28.1865
001368    118.61559   -6.55962    0.14     226.1558   10.8360   122.2291  -26.8537
001369    125.67441   -6.55962    0.07     229.7805   16.9028   129.8154  -25.2030
001370    132.73324   -6.55962    0.02     233.7360   22.8489   137.2094  -23.2705
001371    139.79206   -6.55962    0.04     238.1429   28.6319   144.4103  -21.0953
001372    146.85088   -6.55962    0.06     243.1508   34.1946   151.4278  -18.7173
001373    153.90971   -6.55962    0.06     248.9453   39.4586   158.2803  -16.1768
001374    160.96853   -6.55962    0.05     255.7483   44.3157   164.9923  -13.5133
001375    168.02735   -6.55962    0.04     263.7994   48.6184   171.5925  -10.7653
001376    175.08618   -6.55962    0.04     273.2962   52.1736   178.1116   -7.9703
001377    182.14500   -6.55962    0.05     284.2671   54.7515   184.5817   -5.1647
001378    189.20382   -6.55962    0.02     296.4063   56.1267   191.0342   -2.3844
001379    196.26265   -6.55962    0.05     309.0096   56.1514   197.4994    0.3354
001380    203.32147   -6.55962    0.03     321.1796   54.8227   204.0057    2.9598
001381    210.38029   -6.55962    0.03     332.2000   52.2841   210.5780    5.4538
001382    217.43912   -6.55962    0.06     341.7505   48.7598   217.2373    7.7831
001383    224.49794   -6.55962    0.09     349.8505   44.4802   223.9994    9.9134
001384    231.55676   -6.55962    0.11     356.6940   39.6401   230.8738   11.8119
001385    238.61559   -6.55962    0.16       2.5206   34.3885   237.8626   13.4470
001386    245.67441   -6.55962    0.28       7.5532   28.8351   244.9602   14.7901
001387    252.73324   -6.55962    0.32      11.9788   23.0589   252.1527   15.8163
001388    259.79206   -6.55962    0.65      15.9482   17.1178   259.4189   16.5055
001389    266.85088   -6.55962    0.57      19.5829   11.0547   266.7311   16.8439
001390    273.90971   -6.55962    1.01      22.9828    4.9023   274.0580   16.8246
001391    280.96853   -6.55962    1.23      26.2332   -1.3131   281.3668   16.4479
001392    288.02735   -6.55962    0.36      29.4117   -7.5696   288.6263   15.7216
001393    295.08618   -6.55962    0.20      32.5936  -13.8475   295.8095   14.6602
001394    302.14500   -6.55962    0.09      35.8589  -20.1273   302.8958   13.2844
001395    309.20382   -6.55962    0.04      39.2998  -26.3882   309.8725   11.6194
001396    316.26265   -6.55962    0.10      43.0311  -32.6051   316.7345    9.6945
001397    323.32147   -6.55962    0.04      47.2060  -38.7454   323.4849    7.5410
001398    330.38029   -6.55962    0.04      52.0401  -44.7633   330.1340    5.1924
001399    337.43912   -6.55962    0.05      57.8501  -50.5891   336.6981    2.6826
001400    344.49794   -6.55962    0.04      65.1118  -56.1115   343.1987    0.0463
001401    351.55676   -6.55962    0.03      74.5266  -61.1446   349.6612   -2.6817
001402    358.61559   -6.55962    0.03      87.0096  -65.3772   356.1141   -5.4665
001403      5.67441    0.36346    0.03     107.6591  -61.6531     5.3529   -1.9203
001404     12.73324    0.36346    0.02     122.6584  -62.5080    11.8548   -4.6951
001405     19.79206    0.36346    0.03     137.6868  -61.7113    18.4101   -7.4042
001406     26.85088    0.36346    0.04     151.2813  -59.3923    25.0469  -10.0112
001407     33.90971    0.36346    0.03     162.7260  -55.8618    31.7902  -12.4795
001408     40.96853    0.36346    0.03     172.0511  -51.4540    38.6602  -14.7721
001409     48.02735    0.36346    0.09     179.6282  -46.4380    45.6715  -16.8524
001410     55.08618    0.36346    0.10     185.8735  -41.0048    52.8306  -18.6845
001411     62.14500    0.36346    0.16     191.1376  -35.2837    60.1351  -20.2343
001412     69.20382    0.36346    0.07     195.6888  -29.3622    67.5725  -21.4712
001413     76.26265    0.36346    0.08     199.7279  -23.3006    75.1203  -22.3690
001414     83.32147    0.36346    0.20     203.4062  -17.1421    82.7468  -22.9078
001415     90.38029    0.36346    0.51     206.8416  -10.9187    90.4134  -23.0753
001416     97.43912    0.36346    0.75     210.1302   -4.6562    98.0776  -22.8675
001417    104.49794    0.36346    0.55     213.3556    1.6239   105.6973  -22.2893
001418    111.55676    0.36346    0.15     216.5962    7.9014   113.2347  -21.3538
001419    118.61559    0.36346    0.05     219.9321   14.1557   120.6587  -20.0819
001420    125.67441    0.36346    0.04     223.4515   20.3640   127.9479  -18.5000
001421    132.73324    0.36346    0.04     227.2597   26.4988   135.0910  -16.6395
001422    139.79206    0.36346    0.03     231.4891   32.5240   142.0866  -14.5346
001423    146.85088    0.36346    0.13     236.3136   38.3908   148.9422  -12.2213
001424    153.90971    0.36346    0.03     241.9676   44.0288   155.6729   -9.7363
001425    160.96853    0.36346    0.05     248.7665   49.3345   162.2996   -7.1165
001426    168.02735    0.36346    0.05     257.1168   54.1524   168.8478   -4.3986
001427    175.08618    0.36346    0.02     267.4716   58.2537   175.3457   -1.6189
001428    182.14500    0.36346    0.03     280.1372   61.3240   181.8236    1.1866
001429    189.20382    0.36346    0.02     294.8570   63.0057   188.3125    3.9819
001430    196.26265    0.36346    0.02     310.4544   63.0362   194.8429    6.7312
001431    203.32147    0.36346    0.02     325.2314   61.4101   201.4444    9.3981
001432    210.38029    0.36346    0.04     337.9798   58.3834   208.1439   11.9458
001433    217.43912    0.36346    0.04     348.4138   54.3131   214.9644   14.3374
001434    224.49794    0.36346    0.05     356.8281   49.5163   221.9240   16.5355
001435    231.55676    0.36346    0.06       3.6750   44.2251   229.0334   18.5035
001436    238.61559    0.36346    0.10       9.3639   38.5969   236.2950   20.2058
001437    245.67441    0.36346    0.08      14.2137   32.7370   243.7012   21.6093
001438    252.73324    0.36346    0.13      18.4610   26.7164   251.2341   22.6849
001439    259.79206    0.36346    0.28      22.2818   20.5849   258.8655   23.4091
001440    266.85088    0.36346    0.32      25.8096   14.3787   266.5588   23.7651
001441    273.90971    0.36346    0.48      29.1504    8.1256   274.2718   23.7448
001442    280.96853    0.36346    1.76      32.3930    1.8486   281.9604   23.3485
001443    288.02735    0.36346    0.45      35.6176   -4.4317   289.5829   22.5855
001444    295.08618    0.36346    0.32      38.9026  -10.6953   297.1033   21.4733
001445    302.14500    0.36346    0.12      42.3312  -16.9204   304.4946   20.0361
001446    309.20382    0.36346    0.08      45.9989  -23.0818   311.7400   18.3036
001447    316.26265    0.36346    0.09      50.0228  -29.1475   318.8330   16.3091
001448    323.32147    0.36346    0.05      54.5526  -35.0750   325.7769   14.0883
001449    330.38029    0.36346    0.05      59.7869  -40.8045   332.5835   11.6782
001450    337.43912    0.36346    0.07      65.9916  -46.2500   339.2712    9.1158
001451    344.49794    0.36346    0.05      73.5141  -51.2837   345.8637    6.4383
001452    351.55676    0.36346    0.04      82.7695  -55.7174   352.3882    3.6823
001453    358.61559    0.36346    0.04      94.1345  -59.2849   358.8743    0.8841
001454      5.67441    7.28654    0.03     110.4752  -54.8886     8.0974    4.4364
001455     12.73324    7.28654    0.06     122.7104  -55.5850    14.5456    1.6847
001456     19.79206    7.28654    0.04     134.9609  -54.9363    21.0180   -0.9877
001457     26.85088    7.28654    0.06     146.4242  -53.0134    27.5413   -3.5459
001458     33.90971    7.28654    0.10     156.5939  -50.0009    34.1386   -5.9555
001459     40.96853    7.28654    0.14     165.3307  -46.1242    40.8280   -8.1826
001460     48.02735    7.28654    0.38     172.7427  -41.5925    47.6223  -10.1939
001461     55.08618    7.28654    0.21     179.0413  -36.5749    54.5274  -11.9573
001462     62.14500    7.28654    0.21     184.4502  -31.1988    61.5417  -13.4432
001463     69.20382    7.28654    0.13     189.1677  -25.5574    68.6558  -14.6251
001464     76.26265    7.28654    0.13     193.3579  -19.7189    75.8524  -15.4806
001465     83.32147    7.28654    0.25     197.1536  -13.7334    83.1077  -15.9931
001466     90.38029    7.28654    0.31     200.6630   -7.6388    90.3927  -16.1522
001467     97.43912    7.28654    0.53     203.9771   -1.4645    97.6761  -15.9547
001468    104.49794    7.28654    0.16     207.1759    4.7653   104.9264  -15.4047
001469    111.55676    7.28654    0.05     210.3343   11.0301   112.1151  -14.5131
001470    118.61559    7.28654    0.02     213.5285   17.3106   119.2191  -13.2973
001471    125.67441    7.28654    0.02     216.8426   23.5872   126.2219  -11.7801
001472    132.73324    7.28654    0.05     220.3776   29.8379   133.1150   -9.9885
001473    139.79206    7.28654    0.04     224.2641   36.0355   139.8976   -7.9524
001474    146.85088    7.28654    0.02     228.6821   42.1430   146.5764   -5.7041
001475    153.90971    7.28654    0.03     233.8928   48.1063   153.1647   -3.2767
001476    160.96853    7.28654    0.03     240.2901   53.8407   159.6814   -0.7046
001477    168.02735    7.28654    0.04     248.4745   59.2058   166.1499    1.9780
001478    175.08618    7.28654    0.04     259.3209   63.9615   172.5971    4.7362
001479    182.14500    7.28654    0.01     273.8475   67.7050   179.0528    7.5351
001480    189.20382    7.28654    0.02     292.3489   69.8573   185.5482   10.3392
001481    196.26265    7.28654    0.04     312.7962   69.8971   192.1153   13.1123
001482    203.32147    7.28654    0.03     331.4196   67.8132   198.7858   15.8172
001483    210.38029    7.28654    0.03     346.0924   64.1159   205.5899   18.4159
001484    217.43912    7.28654    0.02     357.0533   59.3883   212.5543   20.8688
001485    224.49794    7.28654    0.03       5.3162   54.0400   219.7007   23.1357
001486    231.55676    7.28654    0.05      11.7655   48.3160   227.0428   25.1759
001487    238.61559    7.28654    0.04      17.0109   42.3591   234.5845   26.9494
001488    245.67441    7.28654    0.07      21.4521   36.2557   242.3172   28.4180
001489    252.73324    7.28654    0.09      25.3541   30.0607   250.2182   29.5477
001490    259.79206    7.28654    0.13      28.8992   23.8114   258.2510   30.3104
001491    266.85088    7.28654    0.16      32.2194   17.5353   266.3671   30.6861
001492    273.90971    7.28654    0.20      35.4164   11.2546   274.5097   30.6646
001493    280.96853    7.28654    0.77      38.5747    4.9889   282.6195   30.2466
001494    288.02735    7.28654    2.19      41.7707   -1.2425   290.6403   29.4432
001495    295.08618    7.28654    0.24      45.0794   -7.4191   298.5246   28.2755
001496    302.14500    7.28654    0.14      48.5804  -13.5170   306.2375   26.7723
001497    309.20382    7.28654    0.09      52.3641  -19.5071   313.7579   24.9682
001498    316.26265    7.28654    0.07      56.5380  -25.3516   321.0786   22.9016
001499    323.32147    7.28654    0.05      61.2341  -31.0011   328.2045   20.6127
001500    330.38029    7.28654    0.07      66.6150  -36.3882   335.1505   18.1422
001501    337.43912    7.28654    0.10      72.8780  -41.4205   341.9389   15.5302
001502    344.49794    7.28654    0.07      80.2463  -45.9722   348.5968   12.8161
001503    351.55676    7.28654    0.10      88.9328  -49.8758   355.1546   10.0379
001504    358.61559    7.28654    0.08      99.0518  -52.9232     1.6441    7.2326
001505      5.67441   14.20962    0.07     112.4762  -48.0778    10.8897   10.7829
001506     12.73324   14.20962    0.06     122.7466  -48.6620    17.2541    8.0607
001507     19.79206   14.20962    0.03     133.0261  -48.1179    23.6158    5.4309
001508     26.85088   14.20962    0.05     142.8342  -46.4881    30.0010    2.9261
001509     33.90971   14.20962    0.10     151.8226  -43.8881    36.4316    0.5781
001510     40.96853   14.20962    0.11     159.8298  -40.4713    42.9249   -1.5819
001511     48.02735   14.20962    0.18     166.8517  -36.3949    49.4929   -3.5242
001512     55.08618   14.20962    0.29     172.9778  -31.7986    56.1415   -5.2205
001513     62.14500   14.20962    0.38     178.3367  -26.7975    62.8705   -6.6448
001514     69.20382   14.20962    0.37     183.0617  -21.4821    69.6732   -7.7742
001515     76.26265   14.20962    0.29     187.2751  -15.9224    76.5370   -8.5900
001516     83.32147   14.20962    0.47     191.0840  -10.1720    83.4442   -9.0778
001517     90.38029   14.20962    0.56     194.5797   -4.2724    90.3735   -9.2292
001518     97.43912   14.20962    0.55     197.8416    1.7439    97.3015   -9.0413
001519    104.49794   14.20962    0.11     200.9400    7.8511   104.2050   -8.5176
001520    111.55676   14.20962    0.10     203.9406   14.0277   111.0630   -7.6673
001521    118.61559   14.20962    0.04     206.9092   20.2555   117.8583   -6.5051
001522    125.67441   14.20962    0.04     209.9169   26.5174   124.5788   -5.0503
001523    132.73324   14.20962    0.05     213.0483   32.7969   131.2186   -3.3263
001524    139.79206   14.20962    0.03     216.4133   39.0752   137.7782   -1.3591
001525    146.85088   14.20962    0.03     220.1677   45.3293   144.2641    0.8226
001526    153.90971   14.20962    0.05     224.5508   51.5264   150.6889    3.1890
001527    160.96853   14.20962    0.03     229.9593   57.6141   157.0704    5.7088
