% ID         RA         Dec       Ebv      Gal Long  Gal Lat    Ecl Long  Ecl Lat
000347    326.60000  -16.70769    0.05      36.7428  -46.0913   323.2041   -3.0979
000348    333.80000  -16.70769    0.03      40.7865  -52.4653   329.6926   -5.4835
000349    341.00000  -16.70769    0.03      45.7553  -58.7692   336.1454   -8.0322
000350    348.20000  -16.70769    0.03      52.3725  -64.9271   342.5861  -10.7111
000351    355.40000  -16.70769    0.03      62.1545  -70.7754   349.0430  -13.4862
000352      2.52941   -9.78462    0.04      91.6478  -70.1051   358.3884   -9.9751
000353      9.58824   -9.78462    0.04     112.2237  -72.3838     4.8822  -12.7803
000354     16.64706   -9.78462    0.06     135.2897  -72.2919    11.4605  -15.5582
000355     23.70588   -9.78462    0.03     155.5220  -69.8620    18.1563  -18.2714
000356     30.76471   -9.78462    0.02     170.5642  -65.7910    25.0011  -20.8811
000357     37.82353   -9.78462    0.03     181.3069  -60.7615    32.0232  -23.3472
000358     44.88235   -9.78462    0.05     189.2001  -55.1931    39.2457  -25.6283
000359     51.94118   -9.78462    0.06     195.2914  -49.3140    46.6836  -27.6822
000360     59.00000   -9.78462    0.05     200.2340  -43.2504    54.3411  -29.4671
000361     66.05882   -9.78462    0.09     204.4320  -37.0757    62.2086  -30.9431
000362     73.11765   -9.78462    0.07     208.1438  -30.8363    70.2611  -32.0743
000363     80.17647   -9.78462    0.13     211.5436  -24.5639    78.4576  -32.8311
000364     87.23529   -9.78462    0.56     214.7562  -18.2825    86.7438  -33.1927
000365     94.29412   -9.78462    0.64     217.8776  -12.0120    95.0560  -33.1486
000366    101.35294   -9.78462    0.38     220.9882   -5.7709   103.3280  -32.7001
000367    108.41176   -9.78462    0.49     224.1609    0.4220   111.4975  -31.8601
000368    115.47059   -9.78462    0.15     227.4682    6.5456   119.5128  -30.6514
000369    122.52941   -9.78462    0.09     230.9873   12.5752   127.3364  -29.1052
000370    129.58824   -9.78462    0.05     234.8057   18.4799   134.9466  -27.2586
000371    136.64706   -9.78462    0.06     239.0267   24.2202   142.3371  -25.1519
000372    143.70588   -9.78462    0.05     243.7747   29.7438   149.5146  -22.8272
000373    150.76471   -9.78462    0.07     249.1992   34.9810   156.4961  -20.3265
000374    157.82353   -9.78462    0.05     255.4742   39.8383   163.3060  -17.6909
000375    164.88235   -9.78462    0.03     262.7853   44.1911   169.9736  -14.9605
000376    171.94118   -9.78462    0.03     271.2903   47.8802   176.5309  -12.1736
000377    179.00000   -9.78462    0.03     281.0423   50.7159   183.0106   -9.3673
000378    186.05882   -9.78462    0.04     291.8799   52.5024   189.4456   -6.5775
000379    193.11765   -9.78462    0.05     303.3555   53.0863   195.8672   -3.8393
000380    200.17647   -9.78462    0.03     314.8054   52.4111   202.3046   -1.1872
000381    207.23529   -9.78462    0.06     325.5753   50.5418   208.7839    1.3449
000382    214.29412   -9.78462    0.05     335.2382   47.6369   215.3274    3.7235
000383    221.35294   -9.78462    0.11     343.6523   43.8931   221.9529    5.9157
000384    228.41176   -9.78462    0.10     350.8815   39.4984   228.6721    7.8894
000385    235.47059   -9.78462    0.14     357.0880   34.6095   235.4906    9.6143
000386    242.52941   -9.78462    0.19       2.4574   29.3485   242.4069   11.0620
000387    249.58824   -9.78462    0.27       7.1621   23.8069   249.4122   12.2077
000388    256.64706   -9.78462    0.37      11.3497   18.0531   256.4906   13.0307
000389    263.70588   -9.78462    0.53      15.1430   12.1380   263.6204   13.5154
000390    270.76471   -9.78462    0.74      18.6438    6.1006   270.7755   13.6526
000391    277.82353   -9.78462   14.79      21.9387   -0.0289   277.9275   13.4396
000392    284.88235   -9.78462    0.31      25.1044   -6.2260   285.0482   12.8806
000393    291.94118   -9.78462    0.20      28.2133  -12.4699   292.1125   11.9862
000394    299.00000   -9.78462    0.16      31.3385  -18.7418   299.0996   10.7732
000395    306.05882   -9.78462    0.07      34.5612  -25.0233   305.9952    9.2632
000396    313.11765   -9.78462    0.11      37.9792  -31.2941   312.7921    7.4819
000397    320.17647   -9.78462    0.05      41.7199  -37.5300   319.4903    5.4582
000398    327.23529   -9.78462    0.04      45.9623  -43.6984   326.0968    3.2229
000399    334.29412   -9.78462    0.07      50.9730  -49.7515   332.6247    0.8082
000400    341.35294   -9.78462    0.04      57.1700  -55.6129   339.0929   -1.7528
000401    348.41176   -9.78462    0.04      65.2305  -61.1514   345.5245   -4.4265
000402    355.47059   -9.78462    0.03      76.2355  -66.1280   351.9464   -7.1788
000403      2.52941   -2.86154    0.04      99.0031  -63.7969     1.1817   -3.6313
000404      9.58824   -2.86154    0.05     115.0229  -65.5322     7.6784   -6.4293
000405     16.64706   -2.86154    0.04     132.0735  -65.4640    14.2292   -9.1845
000406     23.70588   -2.86154    0.03     147.9425  -63.6065    20.8640  -11.8603
000407     30.76471   -2.86154    0.02     161.2232  -60.2953    27.6107  -14.4194
000408     37.82353   -2.86154    0.03     171.7765  -55.9549    34.4931  -16.8237
000409     44.88235   -2.86154    0.08     180.1025  -50.9310    41.5301  -19.0350
000410     51.94118   -2.86154    0.04     186.7860  -45.4594    48.7327  -21.0151
000411     59.00000   -2.86154    0.22     192.3013  -39.6920    56.1033  -22.7269
000412     66.05882   -2.86154    0.06     196.9941  -33.7266    63.6331  -24.1359
000413     73.11765   -2.86154    0.06     201.1108  -27.6281    71.3018  -25.2116
000414     80.17647   -2.86154    0.28     204.8293  -21.4411    79.0779  -25.9291
000415     87.23529   -2.86154    0.62     208.2824  -15.1984    86.9204  -26.2713
000416     94.29412   -2.86154    0.28     211.5748   -8.9256    94.7821  -26.2296
000417    101.35294   -2.86154    0.91     214.7939   -2.6442   102.6141  -25.8051
000418    108.41176   -2.86154    0.16     218.0191    3.6257   110.3702  -25.0082
000419    115.47059   -2.86154    0.10     221.3283    9.8638   118.0111  -23.8580
000420    122.52941   -2.86154    0.04     224.8048   16.0475   125.5076  -22.3806
000421    129.58824   -2.86154    0.03     228.5439   22.1495   132.8422  -20.6076
000422    136.64706   -2.86154    0.02     232.6617   28.1353   140.0084  -18.5742
000423    143.70588   -2.86154    0.04     237.3047   33.9585   147.0106  -16.3179
000424    150.76471   -2.86154    0.05     242.6627   39.5549   153.8619  -13.8767
000425    157.82353   -2.86154    0.05     248.9803   44.8330   160.5821  -11.2892
000426    164.88235   -2.86154    0.05     256.5604   49.6617   167.1963   -8.5930
000427    171.94118   -2.86154    0.03     265.7341   53.8552   173.7327   -5.8254
000428    179.00000   -2.86154    0.03     276.7497   57.1650   180.2218   -3.0230
000429    186.05882   -2.86154    0.03     289.5373   59.3009   186.6946   -0.2217
000430    193.11765   -2.86154    0.02     303.4478   60.0092   193.1821    2.5425
000431    200.17647   -2.86154    0.03     317.3117   59.1906   199.7138    5.2340
000432    207.23529   -2.86154    0.05     329.9837   56.9591   206.3169    7.8171
000433    214.29412   -2.86154    0.06     340.8613   53.5750   213.0155   10.2557
000434    221.35294   -2.86154    0.08     349.9080   49.3274   219.8287   12.5140
000435    228.41176   -2.86154    0.13     357.3845   44.4603   226.7698   14.5567
000436    235.47059   -2.86154    0.16       3.6223   39.1550   233.8445   16.3492
000437    242.52941   -2.86154    0.17       8.9204   33.5393   241.0502   17.8595
000438    249.58824   -2.86154    0.28      13.5192   27.7023   248.3750   19.0585
000439    256.64706   -2.86154    0.25      17.6047   21.7066   255.7979   19.9218
000440    263.70588   -2.86154    0.26      21.3210   15.5976   263.2899   20.4313
000441    270.76471   -2.86154    0.89      24.7822    9.4091   270.8158   20.5756
000442    277.82353   -2.86154    1.70      28.0826    3.1679   278.3375   20.3516
000443    284.88235   -2.86154    0.66      31.3047   -3.1035   285.8174   19.7643
000444    291.94118   -2.86154    0.34      34.5264   -9.3849   293.2212   18.8264
000445    299.00000   -2.86154    0.25      37.8274  -15.6563   300.5217   17.5578
000446    306.05882   -2.86154    0.07      41.2961  -21.8959   307.6997   15.9837
000447    313.11765   -2.86154    0.06      45.0388  -28.0776   314.7454   14.1342
000448    320.17647   -2.86154    0.07      49.1909  -34.1681   321.6580   12.0418
000449    327.23529   -2.86154    0.04      53.9346  -40.1216   328.4450    9.7414
000450    334.29412   -2.86154    0.08      59.5222  -45.8711   335.1211    7.2684
000451    341.35294   -2.86154    0.04      66.3081  -51.3159   341.7066    4.6589
000452    348.41176   -2.86154    0.05      74.7764  -56.2990   348.2263    1.9485
000453    355.47059   -2.86154    0.03      85.5158  -60.5773   354.7080   -0.8268
000454      2.52941    4.06154    0.02     103.6226  -57.2530     3.9359    2.7210
000455      9.58824    4.06154    0.02     116.6508  -58.6505    10.4054   -0.0634
000456     16.64706    4.06154    0.02     130.1968  -58.5963    16.8995   -2.7905
000457     23.70588    4.06154    0.03     143.1471  -57.0976    23.4467   -5.4247
000458     30.76471    4.06154    0.05     154.6680  -54.3369    30.0723   -7.9306
000459     37.82353    4.06154    0.04     164.4595  -50.5804    36.7977  -10.2727
000460     44.88235    4.06154    0.14     172.6254  -46.0853    43.6389  -12.4158
000461     51.94118    4.06154    0.13     179.4395  -41.0578    50.6055  -14.3256
000462     59.00000    4.06154    0.24     185.1954  -35.6492    57.6991  -15.9693
000463     66.05882    4.06154    0.22     190.1471  -29.9667    64.9127  -17.3169
000464     73.11765    4.06154    0.07     194.4981  -24.0863    72.2308  -18.3424
000465     80.17647    4.06154    0.11     198.4073  -18.0622    79.6291  -19.0248
000466     87.23529    4.06154    0.51     202.0004  -11.9348    87.0770  -19.3497
000467     94.29412    4.06154    0.67     205.3793   -5.7348    94.5392  -19.3101
000468    101.35294    4.06154    0.61     208.6309    0.5132   101.9792  -18.9069
000469    108.41176    4.06154    0.20     211.8339    6.7877   109.3625  -18.1487
000470    115.47059    4.06154    0.05     215.0658   13.0688   116.6598  -17.0515
000471    122.52941    4.06154    0.03     218.4090   19.3365   123.8484  -15.6373
000472    129.58824    4.06154    0.03     221.9589   25.5678   130.9148  -13.9333
000473    136.64706    4.06154    0.04     225.8343   31.7349   137.8537  -11.9701
000474    143.70588    4.06154    0.04     230.1919   37.8007   144.6688   -9.7809
000475    150.76471    4.06154    0.02     235.2486   43.7126   151.3711   -7.4004
000476    157.82353    4.06154    0.04     241.3127   49.3921   157.9777   -4.8636
000477    164.88235    4.06154    0.05     248.8251   54.7163   164.5111   -2.2063
000478    171.94118    4.06154    0.04     258.3856   59.4897   170.9974    0.5362
000479    179.00000    4.06154    0.02     270.6726   63.4063   177.4655    3.3284
000480    186.05882    4.06154    0.02     286.0250   66.0363   183.9460    6.1345
000481    193.11765    4.06154    0.04     303.5892   66.9320   190.4702    8.9187
000482    200.17647    4.06154    0.03     321.0571   65.8980   197.0690   11.6444
000483    207.23529    4.06154    0.02     336.1944   63.1576   203.7720   14.2745
000484    214.29412    4.06154    0.03     348.2622   59.1651   210.6059   16.7708
000485    221.35294    4.06154    0.03     357.6495   54.3426   217.5928   19.0948
000486    228.41176    4.06154    0.04       5.0375   48.9869   224.7485   21.2075
000487    235.47059    4.06154    0.06      11.0149   43.2869   232.0804   23.0705
000488    242.52941    4.06154    0.07      16.0113   37.3614   239.5852   24.6468
000489    249.58824    4.06154    0.07      20.3272   31.2867   247.2480   25.9029
000490    256.64706    4.06154    0.11      24.1740   25.1138   255.0418   26.8101
000491    263.70588    4.06154    0.14      27.7051   18.8789   262.9280   27.3464
000492    270.76471    4.06154    0.15      31.0372   12.6096   270.8599   27.4985
000493    277.82353    4.06154    0.59      34.2643    6.3282   278.7862   27.2625
000494    284.88235    4.06154   14.82      37.4682    0.0550   286.6562   26.6444
000495    291.94118    4.06154    0.30      40.7264   -6.1902   294.4245   25.6595
000496    299.00000    4.06154    0.13      44.1179  -12.3858   302.0550   24.3314
000497    306.05882    4.06154    0.11      47.7304  -18.5068   309.5232   22.6899
000498    313.11765    4.06154    0.08      51.6674  -24.5218   316.8167   20.7697
000499    320.17647    4.06154    0.08      56.0564  -30.3899   323.9349   18.6079
000500    327.23529    4.06154    0.08      61.0595  -36.0552   330.8871   16.2432
000501    334.29412    4.06154    0.11      66.8835  -41.4400   337.6905   13.7146
000502    341.35294    4.06154    0.07      73.7862  -46.4343   344.3686   11.0607
000503    348.41176    4.06154    0.06      82.0627  -50.8831   350.9486    8.3191
000504    355.47059    4.06154    0.07      91.9807  -54.5760   357.4607    5.5271
000505      2.52941   10.98462    0.09     106.8338  -50.5911     6.7193    9.0670
000506      9.58824   10.98462    0.08     117.7399  -51.7552    13.1317    6.3026
000507     16.64706   10.98462    0.04     128.9391  -51.7103    19.5408    3.6095
000508     23.70588   10.98462    0.07     139.8005  -50.4607    25.9746    1.0216
000509     30.76471   10.98462    0.08     149.8074  -48.1145    32.4571   -1.4279
000510     37.82353   10.98462    0.10     158.6881  -44.8433    39.0082   -3.7061
000511     44.88235   10.98462    0.22     166.4026  -40.8328    45.6427   -5.7811
000512     51.94118   10.98462    0.40     173.0541  -36.2499    52.3692   -7.6222
000513     59.00000   10.98462    0.16     178.8039  -31.2305    59.1901   -9.2007
000514     66.05882   10.98462    0.33     183.8199  -25.8794    66.1004  -10.4904
000515     73.11765   10.98462    0.27     188.2538  -20.2759    73.0884  -11.4690
000516     80.17647   10.98462    0.46     192.2347  -14.4796    80.1362  -12.1189
000517     87.23529   10.98462    0.28     195.8708   -8.5354    87.2208  -12.4280
000518     94.29412   10.98462    0.55     199.2534   -2.4782    94.3160  -12.3904
000519    101.35294   10.98462    0.44     202.4618    3.6646   101.3948  -12.0067
000520    108.41176   10.98462    0.08     205.5680    9.8703   108.4314  -11.2844
000521    115.47059   10.98462    0.03     208.6427   16.1193   115.4039  -10.2366
000522    122.52941   10.98462    0.04     211.7600   22.3937   122.2956   -8.8823
000523    129.58824   10.98462    0.03     215.0055   28.6749   129.0962   -7.2446
000524    136.64706   10.98462    0.04     218.4869   34.9425   135.8024   -5.3503
000525    143.70588   10.98462    0.03     222.3502   41.1706   142.4179   -3.2286
000526    150.76471   10.98462    0.03     226.8087   47.3233   148.9527   -0.9106
000527    157.82353   10.98462    0.04     232.1932   53.3455   155.4228    1.5717
000528    164.88235   10.98462    0.02     239.0445   59.1446   161.8490    4.1853
000529    171.94118   10.98462    0.04     248.2732   64.5531   168.2564    6.8967
000530    179.00000   10.98462    0.02     261.3486   69.2494   174.6734    9.6720
000531    186.05882   10.98462    0.03     280.0098   72.6346   181.1309   12.4764
000532    193.11765   10.98462    0.02     303.8433   73.8545   187.6617   15.2745
000533    200.17647   10.98462    0.02     327.4273   72.4498   194.2993   18.0295
000534    207.23529   10.98462    0.03     345.6427   68.9410   201.0767   20.7032
000535    214.29412   10.98462    0.03     358.3747   64.1764   208.0250   23.2560
000536    221.35294   10.98462    0.03       7.3871   58.7310   215.1714   25.6464
000537    228.41176   10.98462    0.04      14.1060   52.9111   222.5362   27.8321
000538    235.47059   10.98462    0.04      19.4077   46.8768   230.1301   29.7701
000539    242.52941   10.98462    0.05      23.8133   40.7170   237.9511   31.4183
000540    249.58824   10.98462    0.06      27.6425   34.4850   245.9817   32.7376
000541    256.64706   10.98462    0.08      31.1022   28.2156   254.1874   33.6938
000542    263.70588   10.98462    0.14      34.3351   21.9342   262.5178   34.2606
000543    270.76471   10.98462    0.12      37.4466   15.6612   270.9101   34.4215
000544    277.82353   10.98462    0.18      40.5211    9.4146   279.2947   34.1718
000545    284.88235   10.98462    0.77      43.6324    3.2129   287.6031   33.5189
000546    291.94118   10.98462    0.98      46.8510   -2.9244   295.7746   32.4815
000547    299.00000   10.98462    0.19      50.2494   -8.9744   303.7620   31.0878
000548    306.05882   10.98462    0.14      53.9075  -14.9090   311.5348   29.3734
000549    313.11765   10.98462    0.10      57.9176  -20.6930   319.0788   27.3781
000550    320.17647   10.98462    0.06      62.3894  -26.2802   326.3949   25.1444
000551    327.23529   10.98462    0.07      67.4537  -31.6100   333.4964   22.7152
000552    334.29412   10.98462    0.07      73.2636  -36.6014   340.4053   20.1328
000553    341.35294   10.98462    0.06      79.9877  -41.1474   347.1496   17.4381
000554    348.41176   10.98462    0.05      87.7852  -45.1099   353.7612   14.6706
000555    355.47059   10.98462    0.05      96.7520  -48.3198     0.2733   11.8681
000556      2.60000   17.90769    0.05     109.3333  -43.8778     9.6666   15.3635
000557      9.80000   17.90769    0.06     118.8228  -44.8664    16.1149   12.5732
000558     17.00000   17.90769    0.05     128.4869  -44.7853    22.5342    9.8720
000559     24.20000   17.90769    0.06     137.9163  -43.6403    28.9538    7.2936
000560     31.40000   17.90769    0.06     146.7624  -41.5069    35.3986    4.8706
000561     38.60000   17.90769    0.11     154.8098  -38.5083    41.8885    2.6348
000562     45.80000   17.90769    0.14     161.9833  -34.7862    48.4382    0.6163
000563     53.00000   17.90769    0.12     168.3117  -30.4772    55.0560   -1.1561
000564     60.20000   17.90769    0.31     173.8815  -25.7004    61.7444   -2.6562
000565     67.40000   17.90769    0.37     178.8009  -20.5537    68.4995   -3.8606
000566     74.60000   17.90769    0.36     183.1791  -15.1149    75.3116   -4.7498
000567     81.80000   17.90769    0.35     187.1164   -9.4452    82.1660   -5.3089
000568     89.00000   17.90769    0.55     190.7013   -3.5921    89.0440   -5.5283
000569     96.20000   17.90769    0.54     194.0111    2.4070    95.9250   -5.4042
000570    103.40000   17.90769    0.08     197.1144    8.5225   102.7879   -4.9387
000571    110.60000   17.90769    0.07     200.0741   14.7304   109.6134   -4.1399
000572    117.80000   17.90769    0.06     202.9512   21.0109   116.3856   -3.0213
000573    125.00000   17.90769    0.04     205.8095   27.3469   123.0931   -1.6012
000574    132.20000   17.90769    0.02     208.7226   33.7227   129.7306    0.0981
000575    139.40000   17.90769    0.03     211.7838   40.1228   136.2986    2.0510
000576    146.60000   17.90769    0.02     215.1255   46.5295   142.8039    4.2295
000577    153.80000   17.90769    0.03     218.9543   52.9202   149.2595    6.6036
000578    161.00000   17.90769    0.03     223.6279   59.2598   155.6838    9.1420
000579    168.20000   17.90769    0.02     229.8378   65.4842   162.1003   11.8124
000580    175.40000   17.90769    0.02     239.0938   71.4530   168.5374   14.5814
000581    182.60000   17.90769    0.04     255.0623   76.7898   175.0274   17.4145
000582    189.80000   17.90769    0.02     285.2819   80.3574   181.6059   20.2756
000583    197.00000   17.90769    0.02     326.2879   80.0201   188.3116   23.1273
000584    204.20000   17.90769    0.02     353.8870   76.0590   195.1849   25.9298
000585    211.40000   17.90769    0.03       8.4591   70.5832   202.2663   28.6408
000586    218.60000   17.90769    0.02      17.1010   64.5611   209.5942   31.2152
000587    225.80000   17.90769    0.04      23.0130   58.3132   217.2020   33.6052
000588    233.00000   17.90769    0.05      27.5271   51.9629   225.1131   35.7606
000589    240.20000   17.90769    0.05      31.2649   45.5680   233.3362   37.6304
000590    247.40000   17.90769    0.05      34.5537   39.1609   241.8593   39.1647
000591    254.60000   17.90769    0.08      37.5855   32.7635   250.6455   40.3179
000592    261.80000   17.90769    0.06      40.4850   26.3926   259.6319   41.0523
000593    269.00000   17.90769    0.09      43.3418   20.0639   268.7325   41.3426
000594    276.20000   17.90769    0.17      46.2273   13.7932   277.8475   41.1782
000595    283.40000   17.90769    0.32      49.2047    7.5978   286.8751   40.5652
000596    290.60000   17.90769    2.15      52.3349    1.4982   295.7243   39.5251
000597    297.80000   17.90769    0.34      55.6815   -4.4810   304.3253   38.0923
000598    305.00000   17.90769    0.12      59.3141  -10.3092   312.6339   36.3108
000599    312.20000   17.90769    0.10      63.3116  -15.9476   320.6316   34.2296
000600    319.40000   17.90769    0.09      67.7644  -21.3468   328.3218   31.8997
000601    326.60000   17.90769    0.12      72.7744  -26.4434   335.7245   29.3716
000602    333.80000   17.90769    0.04      78.4514  -31.1567   342.8706   26.6939
000603    341.00000   17.90769    0.06      84.9021  -35.3857   349.7977   23.9125
000604    348.20000   17.90769    0.11      92.2070  -39.0082   356.5458   21.0704
000605    355.40000   17.90769    0.09     100.3822  -41.8857     3.1558   18.2080
000606      2.75000   24.83077    0.05     111.4054  -37.1342    12.8624   21.5903
000607     10.25000   24.83077    0.04     119.9271  -37.9801    19.4405   18.7264
000608     17.75000   24.83077    0.05     128.5533  -37.8274    25.9636   15.9757
000609     25.25000   24.83077    0.11     136.9858  -36.6847    32.4651   13.3733
000610     32.75000   24.83077    0.08     144.9672  -34.6137    38.9725   10.9524
000611     40.25000   24.83077    0.20     152.3255  -31.7136    45.5072    8.7448
000612     47.75000   24.83077    0.15     158.9830  -28.1016    52.0840    6.7805
000613     55.25000   24.83077    0.17     164.9382  -23.8951    58.7115    5.0871
000614     62.75000   24.83077    0.48     170.2388  -19.2009    65.3920    3.6895
000615     70.25000   24.83077    1.05     174.9564  -14.1108    72.1218    2.6090
000616     77.75000   24.83077    0.36     179.1699   -8.7003    78.8917    1.8626
000617     85.25000   24.83077    0.72     182.9561   -3.0306    85.6886    1.4625
000618     92.75000   24.83077    0.47     186.3848    2.8493    92.4964    1.4153
000619    100.25000   24.83077    0.13     189.5183    8.9001    99.2978    1.7217
000620    107.75000   24.83077    0.08     192.4110   15.0905   106.0764    2.3767
000621    115.25000   24.83077    0.04     195.1115   21.3952   112.8179    3.3695
000622    122.75000   24.83077    0.05     197.6644   27.7936   119.5121    4.6845
000623    130.25000   24.83077    0.03     200.1128   34.2687   126.1538    6.3013
000624    137.75000   24.83077    0.04     202.5021   40.8063   132.7436    8.1960
000625    145.25000   24.83077    0.02     204.8864   47.3942   139.2883   10.3416
000626    152.75000   24.83077    0.04     207.3407   54.0212   145.8012   12.7086
000627    160.25000   24.83077    0.03     209.9886   60.6768   152.3018   15.2658
000628    167.75000   24.83077    0.01     213.0778   67.3488   158.8161   17.9803
000629    175.25000   24.83077    0.03     217.2427   74.0178   165.3759   20.8175
000630    182.75000   24.83077    0.03     224.8638   80.6294   172.0191   23.7413
000631    190.25000   24.83077    0.02     256.7572   86.7168   178.7892   26.7132
000632    197.75000   24.83077    0.02       6.4286   85.0402   185.7350   29.6924
000633    205.25000   24.83077    0.01      24.0452   78.6324   192.9098   32.6346
000634    212.75000   24.83077    0.02      30.0765   71.9917   200.3699   35.4914
000635    220.25000   24.83077    0.03      33.7972   65.3188   208.1713   38.2096
000636    227.75000   24.83077    0.04      36.7120   58.6502   216.3650   40.7310
000637    235.25000   24.83077    0.05      39.2829   52.0022   224.9895   42.9926
000638    242.75000   24.83077    0.07      41.7060   45.3859   234.0600   44.9286
000639    250.25000   24.83077    0.06      44.0852   38.8121   243.5572   46.4734
000640    257.75000   24.83077    0.05      46.4872   32.2922   253.4176   47.5673
000641    265.25000   24.83077    0.06      48.9628   25.8388   263.5307   48.1634
000642    272.75000   24.83077    0.13      51.5560   19.4669   273.7481   48.2343
000643    280.25000   24.83077    0.12      54.3102   13.1946   283.9047   47.7765
000644    287.75000   24.83077    0.29      57.2707    7.0437   293.8451   46.8114
000645    295.25000   24.83077    2.26      60.4879    1.0412   303.4474   45.3814
000646    302.75000   24.83077    0.68      64.0184   -4.7792   312.6352   43.5435
000647    310.25000   24.83077    0.14      67.9268  -10.3758   321.3783   41.3622
000648    317.75000   24.83077    0.11      72.2852  -15.6960   329.6840   38.9037
000649    325.25000   24.83077    0.07      77.1719  -20.6744   337.5854   36.2321
000650    332.75000   24.83077    0.08      82.6647  -25.2307   345.1311   33.4069
000651    340.25000   24.83077    0.06      88.8302  -29.2683   352.3764   30.4826
000652    347.75000   24.83077    0.08      95.7040  -32.6765   359.3779   27.5087
000653    355.25000   24.83077    0.06     103.2642  -35.3364     6.1899   24.5307
000654      2.91304   31.75385    0.06     113.1316  -30.3597    16.3408   27.7526
000655     10.73913   31.75385    0.06     120.8267  -31.0832    23.0054   24.8231
000656     18.56522   31.75385    0.05     128.5840  -30.8673    29.5901   22.0339
000657     26.39130   31.75385    0.05     136.1761  -29.7221    36.1332   19.4205
000658     34.21739   31.75385    0.08     143.4047  -27.6991    42.6652   17.0162
000659     42.04348   31.75385    0.18     150.1288  -24.8810    49.2088   14.8524
000660     49.86957   31.75385    0.32     156.2735  -21.3666    55.7798   12.9579
000661     57.69565   31.75385    0.28     161.8205  -17.2580    62.3866   11.3592
000662     65.52174   31.75385    0.34     166.7911  -12.6515    69.0318   10.0792
000663     73.34783   31.75385    0.52     171.2293   -7.6323    75.7118    9.1368
000664     81.17391   31.75385    0.86     175.1884   -2.2733    82.4186    8.5465
000665     89.00000   31.75385    0.37     178.7223    3.3648    89.1407    8.3175
000666     96.82609   31.75385    0.18     181.8803    9.2318    95.8645    8.4534
000667    104.65217   31.75385    0.10     184.7040   15.2865   102.5763    8.9520
000668    112.47826   31.75385    0.05     187.2257   21.4951   109.2642    9.8056
000669    120.30435   31.75385    0.05     189.4667   27.8295   115.9187   11.0009
000670    128.13043   31.75385    0.04     191.4346   34.2661   122.5354   12.5203
000671    135.95652   31.75385    0.02     193.1184   40.7843   129.1150   14.3415
000672    143.78261   31.75385    0.02     194.4785   47.3657   135.6644   16.4392
000673    151.60870   31.75385    0.02     195.4235   53.9921   142.1975   18.7849
000674    159.43478   31.75385    0.02     195.7565   60.6429   148.7352   21.3479
000675    167.26087   31.75385    0.02     195.0265   67.2885   155.3059   24.0955
000676    175.08696   31.75385    0.02     192.0250   73.8685   161.9459   26.9927
000677    182.91304   31.75385    0.02     182.4443   80.1867   168.7000   30.0022
000678    190.73913   31.75385    0.01     144.1798   85.0198   175.6215   33.0842
000679    198.56522   31.75385    0.01      77.2555   83.2136   182.7734   36.1949
000680    206.39130   31.75385    0.02      57.6071   77.3524   190.2282   39.2859
000681    214.21739   31.75385    0.01      52.0379   70.8688   198.0666   42.3026
000682    222.04348   31.75385    0.02      50.3227   64.2472   206.3750   45.1828
000683    229.86957   31.75385    0.02      50.1641   57.5944   215.2376   47.8553
000684    237.69565   31.75385    0.02      50.8127   50.9519   224.7237   50.2399
000685    245.52174   31.75385    0.02      51.9640   44.3438   234.8666   52.2491
000686    253.34783   31.75385    0.03      53.4799   37.7891   245.6373   53.7938
000687    261.17391   31.75385    0.05      55.2968   31.3060   256.9206   54.7931
000688    269.00000   31.75385    0.04      57.3898   24.9135   268.5104   55.1880
000689    276.82609   31.75385    0.10      59.7575   18.6335   280.1367   54.9532
000690    284.65217   31.75385    0.10      62.4142   12.4916   291.5212   54.1039
000691    292.47826   31.75385    0.17      65.3865    6.5183   302.4376   52.6915
000692    300.30435   31.75385    2.12      68.7110    0.7506   312.7469   50.7926
000693    308.13043   31.75385    0.57      72.4333   -4.7665   322.3997   48.4955
000694    315.95652   31.75385    0.17      76.6051   -9.9780   331.4160   45.8886
000695    323.78261   31.75385    0.14      81.2809  -14.8180   339.8583   43.0543
000696    331.60870   31.75385    0.12      86.5110  -19.2077   347.8085   40.0662
000697    339.43478   31.75385    0.09      92.3312  -23.0565   355.3533   36.9887
000698    347.26087   31.75385    0.07      98.7467  -26.2647     2.5754   33.8782
000699    355.08696   31.75385    0.08     105.7152  -28.7301     9.5495   30.7846
000700      3.28571   38.67692    0.09     114.7869  -23.5884    20.3857   33.7494
000701     11.85714   38.67692    0.06     122.0741  -24.1881    27.3835   30.6341
000702     20.42857   38.67692    0.06     129.3858  -23.8151    34.2751   27.7083
000703     29.00000   38.67692    0.05     136.5166  -22.4858    41.1090   25.0121
000704     37.57143   38.67692    0.04     143.2898  -20.2558    47.9218   22.5823
000705     46.14286   38.67692    0.14     149.5796  -17.2098    54.7392   20.4531
000706     54.71429   38.67692    0.19     155.3159  -13.4475    61.5774   18.6553
000707     63.28571   38.67692    0.99     160.4764   -9.0722    68.4440   17.2157
000708     71.85714   38.67692    0.64     165.0719   -4.1814    75.3395   16.1565
000709     80.42857   38.67692    0.57     169.1317    1.1370    82.2584   15.4945
000710     89.00000   38.67692    0.41     172.6909    6.8069    89.1909   15.2404
000711     97.57143   38.67692    0.13     175.7816   12.7632    96.1248   15.3985
000712    106.14286   38.67692    0.09     178.4258   18.9505   103.0478   15.9660
